@RELATION EOS_NEOS
@ATTRIBUTE class   {EOS,NEOS}
@ATTRIBUTE R1islower   {1,0}
@ATTRIBUTE L1isTitle   {1,0}
@ATTRIBUTE L1isAbbrevs   {1,0}
@ATTRIBUTE L1isInternal   {1,0}
@ATTRIBUTE L1isTimeterm   {1,0}
@ATTRIBUTE L1isUnlikely   {1,0}
@ATTRIBUTE Comma   {1,0}
@ATTRIBUTE Period   {1,0}
@ATTRIBUTE L1isUpper   {1,0}
@ATTRIBUTE R1isUpper   {1,0}
@ATTRIBUTE L1isNum   {1,0}
@ATTRIBUTE L1R1isQuestionMarkExclamation   {1,0}
@ATTRIBUTE L1P   {1,0}
@ATTRIBUTE R1P   {1,0}
@ATTRIBUTE R1isCommaPeriod   {1,0}
@ATTRIBUTE L1Length   NUMERIC
@ATTRIBUTE R1Length   NUMERIC
@ATTRIBUTE Llength   NUMERIC
@ATTRIBUTE Rlength   NUMERIC
@ATTRIBUTE Nspace   NUMERIC
@DATA
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,64,27,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,7,2,4,130,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,10,3,23,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,6,6,55,30,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,9,2,1
EOS,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,6,98,225,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,36,35,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,7,2,14,126,1
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,7,2,2,12,3
NEOS,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,2,8,33,53,1
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,7,3,58,0,0
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,2,3,94,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,86,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,46,34,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,45,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,68,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,69,5,3
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,30,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,37,18,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,116,34,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,130,72,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,87,53,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,52,0,0
NEOS,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,9,8,50,2
EOS,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,6,3,143,2,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,21,36,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,2,16,75,1
EOS,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,2,3,83,0,0
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,7,3,136,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,74,42,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,10,4,26,29,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,218,141,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,17,110,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,145,31,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,7,3,6,4,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,28,27,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,111,107,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,33,49,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,406,56,1
NEOS,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,3,5,5,10,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,134,133,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,8,17,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,4,89,28,1
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,4,3,13,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,76,216,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,64,9,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,98,17,1
EOS,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,27,2
EOS,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,9,63,16,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,50,17,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,6,1,87,27,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,32,58,2
EOS,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,3,31,0,0
NEOS,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,5,39,62,1
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,7,3,21,40,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,68,128,1
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,8,2,10,17,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,19,66,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,17,9,2
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,4,3,4,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,11,3,31,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,55,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,221,120,2
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,4,3,38,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,172,44,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,55,4,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,20,13,1
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,7,3,61,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,10,134,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,53,22,1
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,4,17,5,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,2,20,5,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,30,83,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,43,0,0
NEOS,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,2,13,38,20,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,8,92,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,3,7,43,1
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,13,3,29,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,21,7,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,65,32,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,30,28,2
NEOS,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,2,7,8,25,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,148,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,9,2,11,20,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,95,320,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,3,44,98,2
NEOS,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,2,9,45,1,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,12,24,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,3,26,125,2
NEOS,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,3,1,92,143,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,10,63,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,20,155,1
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,2,3,31,0,0
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,5,3,2,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,150,26,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,51,93,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,10,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,2,585,596,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,38,105,2
NEOS,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,2,5,6,59,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,7,133,12,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,75,77,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,3,25,125,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,4,32,34,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,24,0,0
NEOS,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,3,1,11,28,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,96,0,0
EOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,14,3,26,13,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,159,0,0
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,4,3,109,0,0
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,8,3,33,0,0
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4,6,39,26,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,112,25,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,3,0,0
NEOS,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,4,2,420,102,1
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4,7,3,8,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,7,23,47,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,88,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,9,7,245,17,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,64,36,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,2,75,20,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,143,226,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,18,28,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,117,7,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,38,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,142,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,42,0,0
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,3,2,12,17,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,7,9,73,217,1
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,7,2,73,242,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,42,62,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,14,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,9,11,15,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,203,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,62,173,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,115,44,2
EOS,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,3,28,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,6,4,55,140,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,9,69,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,26,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,14,15,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,96,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,4,140,18,2
EOS,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,48,31,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,28,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,24,38,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,9,2,185,78,2
NEOS,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,2,6,61,25,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,34,54,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,80,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,26,17,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,10,3,49,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,28,19,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,16,1
NEOS,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,3,6,15,67,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,43,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,34,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,8,104,141,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,3,84,31,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,4,99,45,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,41,28,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,53,14,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,6,5,124,154,2
NEOS,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,2,6,9,56,1
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,9,6,79,29,1
NEOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,8,88,56,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,22,24,2
NEOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,8,3,37,1
NEOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5,7,44,1
NEOS,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,3,4,43,18,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,53,32,2
EOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,3,4,7,10,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,38,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,121,159,2
EOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,4,3,12,62,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,71,0,0
NEOS,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,2,4,22,205,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,57,78,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,52,26,1
NEOS,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,3,1,57,6,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,2,28,39,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,9,3,27,90,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,70,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,10,43,17,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,123,34,1
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,9,3,199,97,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,68,199,1
EOS,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,3,28,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,117,99,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,22,42,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,13,9,34,67,2
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,4,3,27,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,5,54,78,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,6,5,124,85,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,4,37,21,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,2,87,35,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,17,119,1
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,9,1,134,86,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,17,152,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,40,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,3,15,4,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,11,51,152,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,3,30,12,2
NEOS,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,2,4,262,2,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,173,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,43,37,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,44,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,5,12,72,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,42,63,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,1,161,40,2
EOS,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,2,3,23,0,0
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,5,3,178,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,37,87,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,3,3,29,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,120,22,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,8,7,14,50,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,8,5,15,40,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,89,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,12,30,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,152,34,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,135,187,3
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,9,3,76,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,6,8,87,51,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,51,19,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,34,20,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,6,2,34,110,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,126,32,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,70,36,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,29,115,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,2,16,90,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,6,76,35,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,127,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,44,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,62,288,3
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,55,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,4,104,19,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,48,11,1
NEOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,6,135,448,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,48,78,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,8,15,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,16,32,2
EOS,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,8,3,64,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,7,8,11,74,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,13,123,1
NEOS,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,3,1,1,63,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,7,7,125,200,2
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,8,3,70,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,92,89,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,22,205,2
EOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,5,6,5,7,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,46,54,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,26,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,18,206,2
EOS,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,4,3,9,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,66,0,0
NEOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,10,86,26,2
EOS,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,4,2,17,66,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,9,77,2
NEOS,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,2,6,1,39,1
NEOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,6,11,134,1
NEOS,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,3,1,12,15,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,23,10,1
EOS,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,3,9,19,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,7,3,84,108,3
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,193,153,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,4,12,40,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,3,153,98,2
NEOS,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,3,1,62,52,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,84,100,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,53,0,0
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,7,6,85,38,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,3,29,24,1
EOS,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,7,61,316,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,41,38,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,88,32,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,7,80,55,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,25,85,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2,132,111,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,82,31,2
EOS,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,3,32,0,0
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13,3,59,24,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,17,0,0
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,6,3,45,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2,9,70,1
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,6,3,15,67,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,23,56,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,8,2,40,22,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,34,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,37,88,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,134,25,2
EOS,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,3,31,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,83,229,2
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,4,3,24,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,34,25,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,45,3,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,40,26,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,108,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,15,12,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,47,0,0
NEOS,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,2,1,32,3,0
NEOS,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,5,1,10,68,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,29,11,2
EOS,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,12,1,29,1,2
NEOS,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,2,6,91,25,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,14,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,107,85,1
